sample,status,reason,rawmeal_feed[kg/s],rmgas_flow[kg/s],rmgas_temp[K],coal_feed[kg/s],cmgas_flow[kg/s],cmgas_temp[K],clrcair_flow[kg/s],clrcair2_flow[kg/s],rmfan_T[K],rmdry_T[K],gasht_T[K],cmdry_T[K],phk1_T[K],phk2_T[K],phk3_T[K],phk4_T[K],phk5_T[K],phc1_T[K],phc2_T[K],phc3_T[K],phc4_T[K],phc5_T[K],clcalc_T[K],coal_split[-],secair_split[-],meal_split[-],RawMill_I_B_MW,RawMill_I_A_MW,RawMill_eps,RawMill_eps_capped,RawMill_IP_MW,RawMill_Eclose_MW,CoalMill_I_B_MW,CoalMill_I_A_MW,CoalMill_eps,CoalMill_eps_capped,CoalMill_IP_MW,CoalMill_Eclose_MW,Preheater_I_B_MW,Preheater_I_A_MW,Preheater_eps,Preheater_eps_capped,Preheater_IP_MW,Preheater_Eclose_MW,Calciner_I_B_MW,Calciner_I_A_MW,Calciner_eps,Calciner_eps_capped,Calciner_IP_MW,Calciner_Eclose_MW,Kiln_I_B_MW,Kiln_I_A_MW,Kiln_eps,Kiln_eps_capped,Kiln_IP_MW,Kiln_Eclose_MW,ClinkerCooler_I_B_MW,ClinkerCooler_I_A_MW,ClinkerCooler_eps,ClinkerCooler_eps_capped,ClinkerCooler_IP_MW,ClinkerCooler_Eclose_MW,plant_I_B_MW,plant_IP_MW,plant_eps,coal_ex_MW,clinker_ex_MW,clinker_T_K,NCV_kJkg,plant_spec_I_MJkg,plant_spec_I_MWMW,clinker_mass_kgps,plant_eps_stream
259,OK,,99.26606,181.73124,413.052,8.86548,30.98063,456.71857,50.53197,96.24939,471.26355,345.87185,453.10981,315.98486,618.22121,759.00571,985.54778,1067.2929,1077.84584,596.1882,780.25282,953.31297,998.83885,992.22035,1137.45699,0.55502,0.52932,0.68979,14.4285,13.3301,0.0183,0,14.1647,0.0,1.8075,1.563,0.0025,0,1.803,0.0,12.767,12.767,0.4147,0,7.4722,-0.0,37.4243,35.4252,0.6757,0,12.1384,0.0003,37.8165,30.9913,0.4724,0,19.951,0.0001,15.9602,15.96,0.573,0,6.8146,-0.0002,120.204,62.3439,0.3477,177.4252,63.4874,1474.53,18760.6,1.8041,1.8934,66.6271,0.3494
260,OK,,95.63869,193.32382,399.2519,9.06176,30.35285,446.23935,49.03781,105.14038,454.77519,353.16992,472.98056,344.99616,571.85718,734.09128,971.66103,1059.84524,1039.75921,580.7335,796.27195,843.32268,960.08312,1099.10955,1113.98101,0.51163,0.55033,0.63576,14.1817,13.0802,0.0247,0,13.8317,0.0,2.2406,1.9913,0.015,0,2.2069,-0.0,13.2714,13.2714,0.3921,0,8.0679,-0.0,35.5043,33.5806,0.6756,0,11.5181,0.0,41.0492,34.4759,0.4433,0,22.8502,0.0001,15.8223,15.8223,0.5512,0,7.1004,-0.0001,122.0694,65.5751,0.328,181.3824,61.1698,1455.92,18760.6,1.8958,1.9956,64.3901,0.3295
261,OK,,96.96956,187.1971,438.98594,7.51911,33.02476,446.54188,43.56262,94.35102,435.42878,368.91861,467.10263,350.25006,564.06517,781.76635,922.1048,1055.13496,967.18235,650.5566,737.67011,966.19106,984.17362,927.13735,1228.03456,0.52395,0.50976,0.64154,8.4555,7.3555,0.0721,0,7.8456,0.0,2.1331,1.8805,0.0159,0,2.0993,-0.0,14.8125,14.8125,0.3026,0,10.33,0.0,34.2793,32.3294,0.946,0,1.8501,-0.0001,34.2312,27.5671,0.4862,0,17.5888,0.0002,16.4348,16.4347,0.5711,0,7.0491,-0.0001,110.3464,46.7628,0.3988,150.5107,62.0136,1533.08,18760.6,1.7068,1.7794,64.652,0.4006
262,OK,,104.53428,164.1171,478.19789,8.60588,33.2075,459.12473,50.23538,113.05236,415.05336,371.28333,412.10939,354.32253,607.64239,808.01817,986.28499,901.74323,940.8832,596.05482,685.63824,993.36466,1055.55602,1082.71762,1132.42895,0.54964,0.53553,0.60823,13.8621,12.7692,0.0403,0,13.303,0.0,1.363,1.1077,0.0292,0,1.3232,-0.0,15.3671,15.3671,0.3712,0,9.6625,0.0,37.8936,35.7933,0.7911,0,7.9178,-0.0,39.9977,32.7492,0.4692,0,21.2326,-0.0654,16.1241,16.1239,0.5442,0,7.3492,-0.0001,124.6074,60.7882,0.377,172.2708,66.8536,1396.57,18760.6,1.783,1.8639,69.8857,0.3787
263,OK,,98.30579,162.67474,413.96705,9.02065,32.46014,399.48766,43.82577,96.27853,453.49947,382.31716,433.08088,374.14741,563.42527,682.28093,856.96699,895.5304,941.93872,635.13858,808.55724,858.87453,893.90028,1120.27443,1124.62239,0.51526,0.53997,0.63422,15.66,14.5676,0.0547,0,14.8038,0.0,2.2761,2.0054,0.0432,0,2.1778,-0.0,12.647,12.647,0.3658,0,8.0201,-0.0,34.9292,32.9622,0.7293,0,9.454,-0.0,38.7765,32.0299,0.4674,0,20.6542,0.0003,16.9098,16.9099,0.571,0,7.255,0.0002,121.1984,62.3648,0.3386,180.6103,62.8743,1538.21,18760.6,1.8343,1.9276,66.0741,0.3401
264,OK,,107.96119,181.29182,460.88635,8.5802,36.70161,399.37717,43.23731,102.30622,443.56029,342.55306,441.42888,369.72494,643.8675,783.24894,847.8826,987.03149,992.33719,547.02446,817.33046,832.67984,1046.45291,1073.62979,1130.24619,0.50676,0.50917,0.65323,4.9288,3.8305,0.0437,0,4.7134,-0.0,2.7062,2.4386,0.0282,0,2.6299,-0.0,16.2271,16.227,0.3977,0,9.7729,-0.0,34.0189,31.8541,0.8242,0,5.9802,-0.0006,38.8651,31.4525,0.4946,0,19.6432,0.0004,18.6104,18.6097,0.5686,0,8.0289,-0.0007,115.3565,50.7686,0.3905,171.7831,69.0439,1543.77,18760.6,1.6008,1.6708,72.0597,0.3922
265,OK,,109.38073,194.6016,418.45384,8.21504,32.1434,405.18516,48.43102,97.9225,414.97139,372.90644,396.26567,334.9957,558.97016,706.93868,894.4863,947.06956,932.98176,614.06333,693.70994,935.32365,1049.86205,925.76791,1250.19406,0.55571,0.59552,0.68597,12.9663,11.8644,0.0579,0,12.2151,0.0,1.1974,0.9505,0.019,0,1.1747,-0.0,15.9677,15.9677,0.2921,0,11.3042,-0.0,38.8182,36.6156,0.9852,0,0.5752,-0.0003,37.3823,29.8623,0.4837,0,19.2999,0.0001,17.0169,17.0169,0.5759,0,7.2161,-0.0,123.3489,51.7852,0.4127,164.4229,69.9496,1469.77,18760.6,1.6938,1.7634,72.8256,0.4146
266,OK,,103.79547,178.37614,392.62348,7.5878,35.09528,413.94152,43.73915,94.24443,462.90047,391.2355,456.95593,315.80912,615.24754,691.88752,827.91213,1023.29568,1102.41941,572.79707,751.24742,821.54754,883.0729,1093.93301,1059.22547,0.55006,0.5509,0.6291,21.0424,19.945,0.0515,0,19.9593,0.0,3.1443,2.8972,0.0013,0,3.1403,-0.0,10.0736,10.0736,0.56,0,4.4327,0.0,31.0438,28.9531,0.7322,0,8.3147,-0.0001,36.309,29.1082,0.4955,0,18.3166,-0.0641,14.7064,14.7061,0.5608,0,6.4589,-0.0003,116.3195,60.6225,0.4231,151.8549,66.3769,1392.99,18760.6,1.6851,1.7524,69.028,0.4251
267,OK,,96.41606,188.98412,432.88302,7.63679,32.24073,447.41227,46.2447,108.31114,396.28761,374.14164,452.63561,361.04856,645.10134,682.69515,814.17317,907.38656,1092.4852,618.28059,788.0247,886.97569,986.81671,992.37355,1174.5538,0.51423,0.58283,0.63493,16.0901,14.9896,0.0383,0,15.4739,0.0,1.6139,1.3559,0.0328,0,1.561,-0.0,10.162,10.162,0.415,0,5.9448,0.0,33.2496,31.3138,0.8511,0,4.9505,-0.0001,38.7765,32.1004,0.4481,0,21.4016,-0.0528,14.4122,14.4118,0.5328,0,6.7337,-0.0003,114.3043,56.0654,0.3906,152.8815,61.6604,1370.24,18760.6,1.7765,1.8538,64.344,0.3923
268,OK,,103.76037,179.69675,436.85172,7.51036,33.64188,396.46068,47.40821,104.88014,460.86807,342.78924,475.09974,314.90602,645.43474,770.83002,962.70771,1030.88548,954.84681,557.12994,733.61897,946.68244,975.58872,952.44761,1215.44753,0.5886,0.51707,0.62624,8.9628,7.865,0.0272,0,8.7191,0.0,4.2037,3.9572,0.0009,0,4.2001,-0.0,15.3009,15.3009,0.3246,0,10.3339,-0.0,38.428,36.338,0.9212,0,3.0286,-0.0001,34.6989,27.4971,0.4948,0,17.5283,-0.0675,15.6855,15.6855,0.5529,0,7.0125,-0.0,117.2798,50.8225,0.4272,150.3046,66.3541,1408.95,18760.6,1.7003,1.7675,68.9762,0.4292
269,OK,,110.83923,171.98727,403.69489,8.89589,34.05157,434.46716,46.87815,103.22997,459.27976,398.42564,461.38544,339.93068,612.18912,750.61352,890.58428,956.0254,1070.07297,628.17708,760.39131,818.18334,1035.55072,1000.94125,1100.59102,0.57452,0.57439,0.61439,21.4795,20.384,0.0615,0,20.1593,-0.0,2.3516,2.1025,0.0113,0,2.3251,-0.0,10.4169,10.4169,0.4718,0,5.5018,-0.0,37.7103,35.4795,0.7225,0,10.4661,-0.0,39.4764,31.784,0.4876,0,20.2286,-0.0728,16.2806,16.2806,0.5601,0,7.1613,-0.0,127.7153,65.8422,0.387,178.0557,70.8849,1403.56,18760.6,1.7256,1.8017,74.0138,0.3888
270,OK,,110.78434,194.36853,458.93299,8.00522,35.4916,478.03915,44.41921,94.62651,403.79703,340.7245,448.39275,366.8288,628.67911,828.14142,947.51003,965.72472,1042.19091,586.07731,757.02162,882.92084,948.45007,966.71308,1192.67172,0.56485,0.51266,0.65246,6.5373,5.4355,0.0269,0,6.3618,0.0,1.5314,1.2675,0.0339,0,1.4795,-0.0,13.7276,13.7276,0.4054,0,8.163,-0.0,36.4704,34.2486,0.8586,0,5.1554,0.0,34.975,27.3654,0.5185,0,16.8402,0.0003,17.9899,17.9898,0.5792,0,7.5698,-0.0001,111.2317,45.5697,0.4287,160.2666,70.8459,1524.93,18760.6,1.5105,1.5701,73.6403,0.4306
271,OK,,99.42794,185.08857,475.0552,8.61535,30.83607,479.08933,48.07982,105.36436,454.57583,353.07132,427.27809,323.91846,641.40337,733.27264,861.27444,964.78614,955.56105,647.60987,794.00117,841.95471,1051.77842,1069.40533,1147.28742,0.50064,0.55309,0.66331,5.3503,4.2509,0.0537,0,5.0629,0.0,1.4953,1.2508,0.0047,0,1.4882,0.0,12.8135,12.8135,0.3613,0,8.1845,-0.0,34.7857,32.7831,0.8273,0,6.0085,0.0001,40.502,33.6657,0.4542,0,22.104,0.0001,16.3985,16.3985,0.556,0,7.2807,0.0,111.3452,50.1289,0.3582,172.4246,63.5898,1466.51,18760.6,1.671,1.751,66.6352,0.3599
272,OK,,105.83961,195.97241,422.45569,7.50423,32.57225,458.30462,48.56257,95.48969,416.90365,395.84183,426.37926,328.94861,650.83048,746.21933,850.82238,1013.5547,1068.73119,576.70297,697.7448,925.90446,968.43733,963.23336,1171.15636,0.533,0.52673,0.65226,18.3667,17.2645,0.0643,0,17.1851,0.0,1.4291,1.1828,0.0072,0,1.4188,-0.0,11.2077,11.2077,0.4102,0,6.6106,-0.0,33.3644,31.2328,0.9,0,3.3371,0.0,35.8128,28.5358,0.4981,0,17.9736,0.0001,16.4151,16.4151,0.5768,0,6.9469,0.0,116.5958,53.4721,0.4361,150.1908,67.6831,1469.25,18760.6,1.6586,1.7227,70.2989,0.4382
273,OK,,99.04993,165.90689,435.73277,8.8378,36.86067,451.84785,44.19722,96.4761,481.02597,331.82704,459.18688,326.51507,613.9819,725.60179,819.55821,959.08407,923.5049,550.05141,748.37558,882.0122,1004.09204,1023.11379,1274.90434,0.51119,0.50973,0.64207,12.4483,11.3548,0.0086,0,12.3409,0.0,2.0271,1.7799,0.0056,0,2.0157,-0.0,16.6937,16.6937,0.2687,0,12.2086,0.0,38.2399,36.2447,0.8584,0,5.4156,-0.0001,36.9647,30.1557,0.477,0,19.3315,0.0014,18.8391,18.839,0.5828,0,7.8606,-0.0001,125.2128,59.1728,0.3481,176.8788,63.3492,1642.9,18760.6,1.8835,1.9765,66.4788,0.3497
274,OK,,105.28723,179.6228,402.95716,8.06675,33.70088,445.09464,46.60457,107.44933,466.59841,363.33058,459.80208,338.38524,539.65937,695.00856,843.02457,895.86809,1046.70567,593.40154,704.98602,919.82928,961.68061,1023.98418,1264.48666,0.5352,0.57984,0.61479,14.7576,13.6597,0.0372,0,14.2093,0.0,2.0183,1.7697,0.0111,0,1.9958,-0.0,12.7468,12.7468,0.3508,0,8.2753,0.0,37.6213,35.5018,0.909,0,3.4219,-0.0,38.3233,31.0852,0.4688,0,20.3573,0.0001,16.8737,16.8737,0.5554,0,7.5015,-0.0001,122.341,55.7611,0.4044,161.4584,67.3325,1452.54,18760.6,1.7437,1.817,70.1606,0.4063
275,OK,,103.4069,166.85238,438.10888,7.4542,32.3995,424.0655,49.53223,96.15185,405.92535,332.0818,395.909,332.68654,574.48354,739.60921,857.40526,977.54907,1090.42638,583.17079,711.53908,919.25969,978.90901,947.37052,1279.06041,0.54315,0.51365,0.66931,3.6194,2.5255,0.0219,0,3.54,0.0,1.22,0.9732,0.0127,0,1.2045,-0.0,14.2668,14.2668,0.3591,0,9.1436,0.0,36.4681,34.3858,0.9199,0,2.9214,0.0,34.3803,27.2709,0.4953,0,17.353,0.0002,17.1041,17.1041,0.5807,0,7.1711,-0.0,107.0586,41.3338,0.4289,149.1926,66.1279,1519.53,18760.6,1.5577,1.619,68.7296,0.4309
276,OK,,106.63243,169.4477,443.74718,7.70806,35.38213,410.27391,50.97275,100.80534,469.86601,397.64865,478.52339,377.27663,572.03688,768.39038,973.36602,893.8736,945.52005,618.40613,691.6868,932.02058,928.86372,1021.37062,1103.49265,0.55277,0.59766,0.66402,15.4525,14.3578,0.081,0,14.2013,0.0,3.491,3.2195,0.0219,0,3.4147,-0.0,12.6482,12.6482,0.3932,0,7.675,-0.0,33.2773,31.143,0.9117,0,2.9391,0.0,38.382,31.0075,0.4777,0,20.0487,-0.0537,14.3771,14.3771,0.5565,0,6.3769,-0.0,117.6282,54.6558,0.4281,154.3355,68.1907,1333.82,18760.6,1.6595,1.725,70.8816,0.4299
277,OK,,102.56688,180.29507,456.487,9.00675,33.99859,433.24925,51.51828,95.22894,440.97759,362.70981,468.41613,351.46116,600.83254,799.55125,897.90374,906.71448,975.25225,549.41795,703.19729,882.47168,898.35641,989.89718,1149.54989,0.5767,0.59958,0.63032,6.7381,5.64,0.0721,0,6.2521,0.0,2.5554,2.3011,0.0165,0,2.5131,-0.0,12.4863,12.4863,0.3533,0,8.0745,0.0,38.8423,36.7813,0.7421,0,10.0179,0.0002,38.6305,31.515,0.4658,0,20.6375,-0.0669,15.1302,15.1305,0.5716,0,6.4816,0.0003,114.3828,53.9768,0.3538,180.2909,65.5978,1411.97,18760.6,1.6629,1.7437,68.7842,0.3554
278,OK,,97.74183,161.91798,465.36097,7.83164,32.92146,394.99104,47.92983,112.33642,439.43688,360.41973,456.7927,362.18743,642.00845,803.01055,947.59083,998.47953,1096.41701,641.94874,717.07067,893.96063,968.73389,986.88409,1272.85005,0.59146,0.51582,0.69763,7.3769,6.2848,0.0554,0,6.968,0.0,3.1168,2.8575,0.0174,0,3.0625,-0.0,11.7416,11.7416,0.3783,0,7.2998,-0.0,40.6286,38.6678,0.7778,0,9.0291,-0.0,35.3314,28.5555,0.4709,0,18.6939,-0.0609,15.4451,15.4451,0.5348,0,7.1846,0.0,113.6403,52.2381,0.3864,156.784,62.5086,1404.43,18760.6,1.7413,1.818,65.2629,0.3881
279,OK,,109.31741,182.40007,405.84904,7.5996,31.8826,403.15538,50.91812,105.12149,461.88315,395.99317,468.59145,339.60195,624.60314,688.51251,964.29935,1023.7798,1017.11806,615.44113,817.59996,898.46997,942.83025,970.41654,1120.08817,0.55778,0.5351,0.65497,20.4753,19.3767,0.0609,0,19.2293,0.0,3.2733,3.0252,0.0069,0,3.2509,-0.0,11.9691,11.969,0.4215,0,6.9243,-0.0,34.4571,32.2566,0.8992,0,3.4736,-0.0,37.4366,29.8571,0.4954,0,18.8902,-0.0643,15.6078,15.6078,0.5576,0,6.905,-0.0,123.2192,58.6732,0.445,152.1095,69.9064,1372.12,18760.6,1.6984,1.7626,72.5514,0.447
280,OK,,103.9085,167.25067,396.30233,8.57775,32.0925,447.78349,49.82548,101.7838,446.97591,349.88606,398.03377,309.23652,587.0861,812.40575,936.56973,981.76554,980.72216,551.30899,744.62541,921.89053,968.06354,1115.67359,1159.4439,0.56703,0.51615,0.66081,11.6799,10.586,0.0303,0,11.3255,0.0,1.5969,1.3507,0.0009,0,1.5954,0.0,14.3817,14.3817,0.3828,0,8.877,0.0,38.44,36.3476,0.744,0,9.841,-0.0,37.3364,30.1924,0.4859,0,19.1937,0.0001,16.5212,16.5212,0.567,0,7.1545,-0.0,119.9561,57.987,0.3759,171.6639,66.4535,1458.72,18760.6,1.7266,1.8051,69.4762,0.3777
281,OK,,98.2325,181.01964,440.6793,8.33054,32.73901,469.05221,50.88767,93.01805,461.32753,331.97104,411.92113,367.8514,588.41711,791.89052,900.46163,890.76648,1027.88834,609.19135,710.99963,992.57901,925.21131,1023.85109,1151.51611,0.53495,0.55241,0.62935,8.9909,7.8927,0.0114,0,8.8889,0.0,1.4107,1.1467,0.0418,0,1.3517,-0.0,14.297,14.297,0.3886,0,8.7407,-0.0,34.7022,32.7334,0.7668,0,8.092,0.0,37.306,30.5605,0.4681,0,19.8446,0.0001,15.4466,15.4465,0.5758,0,6.5523,-0.0,112.1534,53.4701,0.3657,166.7814,62.8245,1465.17,18760.6,1.7054,1.7852,65.7652,0.3673
282,OK,,97.23654,191.43208,423.11797,8.17743,34.05603,448.29194,44.17223,110.55042,420.0271,396.29143,477.7111,345.14008,596.25709,765.22017,816.46422,960.22953,974.93981,606.83712,820.28134,883.54009,1061.19264,932.68429,1283.80952,0.52466,0.53701,0.60276,17.4702,16.3691,0.0635,0,16.3613,0.0,2.5068,2.2557,0.0118,0,2.4773,-0.0,15.075,15.075,0.2636,0,11.1013,0.0,38.6991,36.743,0.9249,0,2.9073,-0.0,37.6869,31.0035,0.4571,0,20.4596,0.0001,16.8775,16.8774,0.5445,0,7.6873,-0.0,128.3154,60.994,0.3686,163.6815,62.1872,1491.9,18760.6,1.9719,2.0634,65.0723,0.3702
283,OK,,93.76136,184.18516,402.47085,9.07208,35.45449,392.6866,48.32734,102.17038,478.41526,336.77891,433.51648,334.03639,604.81427,774.82768,876.95486,1007.19603,922.74809,550.63436,736.14112,970.85998,974.8266,1111.52075,1081.64898,0.54888,0.55381,0.69016,17.887,16.7879,0.0087,0,17.7312,0.0,2.6543,2.4064,0.0079,0,2.6333,-0.0,14.7544,14.7544,0.3548,0,9.5192,-0.0,37.0711,35.1835,0.6723,0,12.1476,0.0001,39.709,33.205,0.4465,0,21.9778,-0.0579,14.5854,14.5853,0.5464,0,6.6159,-0.0002,126.6614,70.625,0.3212,181.5752,59.9699,1408.99,18760.6,2.0042,2.1121,63.1977,0.3227
284,OK,,107.17084,161.08233,470.99918,8.08089,33.58394,406.54512,47.39971,107.90576,468.37388,357.48547,480.41225,336.7985,630.96874,687.39758,821.37617,885.42184,954.54078,573.20029,724.70982,846.77452,1060.37467,925.32955,1144.73087,0.59591,0.58252,0.68512,5.3412,4.2493,0.0872,0,4.8756,0.0,3.7253,3.4772,0.0055,0,3.7048,-0.0,13.0656,13.0656,0.36,0,8.3621,-0.0,38.3264,36.1689,0.8652,0,5.1665,-0.0001,37.6903,30.269,0.4819,0,19.5278,-0.0533,14.7417,14.7417,0.5424,0,6.7459,-0.0001,112.8906,48.3828,0.4109,161.7398,68.5365,1330.23,18760.6,1.5818,1.6472,71.3663,0.4128
285,OK,,99.27789,176.38831,401.86326,7.47444,33.82411,448.02363,47.35559,97.00627,439.92887,387.67603,400.43621,321.71777,588.57701,738.67508,986.95975,922.39546,983.60697,636.5425,742.22222,949.46671,1034.16052,1122.89014,1092.62481,0.57913,0.54154,0.65431,18.5041,17.4072,0.0522,0,17.5373,0.0,1.3847,1.1383,0.0038,0,1.3794,-0.0,11.2885,11.2885,0.4692,0,5.992,0.0,33.5519,31.5522,0.7688,0,7.7567,0.0,35.1944,28.3174,0.4862,0,18.0842,-0.0509,13.6684,13.6684,0.5521,0,6.1218,-0.0,113.592,56.8713,0.4107,149.5895,63.4889,1348.51,18760.6,1.7183,1.7892,66.106,0.4126
286,OK,,98.47513,184.97891,400.28297,8.82734,36.613,446.11813,49.85416,102.25147,430.4299,363.68983,463.25797,331.96026,626.47003,752.34773,828.95851,969.42505,1111.18507,605.28189,728.95076,834.96023,1044.44193,1009.06547,1208.43779,0.51132,0.59927,0.64291,12.7088,11.6094,0.0425,0,12.1688,0.0,2.2677,2.0197,0.0076,0,2.2504,-0.0,11.442,11.442,0.3904,0,6.9752,0.0,36.288,34.305,0.7566,0,8.8331,-0.0,40.7448,33.9745,0.4418,0,22.744,0.0001,16.0355,16.0355,0.5606,0,7.0454,-0.0,119.4868,60.017,0.3464,176.6746,62.9817,1461.22,18760.6,1.8074,1.8972,66.1086,0.3481
287,OK,,102.70678,193.88654,466.87207,7.50739,32.95233,410.86539,43.70204,112.42649,397.40023,331.77963,418.13893,315.1034,634.35388,730.29257,887.99676,1044.22936,995.9179,651.86584,702.89849,969.77327,1043.32623,937.97877,1148.59406,0.51031,0.51758,0.65905,4.4658,3.3641,0.0139,0,4.4038,-0.0,1.7488,1.5026,0.0021,0,1.7452,-0.0,15.0533,15.0533,0.3738,0,9.427,0.0,33.2586,31.1902,0.9686,0,1.0436,0.0002,37.9962,30.9345,0.4785,0,19.8145,0.0001,16.2278,16.2276,0.5381,0,7.4951,-0.0002,108.7506,43.9292,0.4231,150.2453,65.6807,1420.08,18760.6,1.5922,1.6557,68.3036,0.425
288,OK,,109.6008,187.88314,414.29701,8.05748,31.74574,432.31941,43.32957,94.29799,449.29754,373.69632,431.3586,364.7586,629.94537,713.13391,922.50418,1004.26798,1030.70298,587.80635,805.79176,934.16056,879.20604,923.02207,1113.29093,0.55988,0.51909,0.64582,13.4899,12.3898,0.0578,0,12.7099,0.0,1.3715,1.1107,0.0521,0,1.3,-0.0,12.7499,12.7499,0.4225,0,7.3634,-0.0,34.3597,32.1608,0.8353,0,5.6594,-0.0,35.8668,28.3378,0.5149,0,17.4004,0.0001,17.0342,17.0342,0.5727,0,7.2787,0.0,114.872,51.7119,0.4214,161.3094,70.0896,1482.15,18760.6,1.5756,1.6389,72.906,0.4233
289,OK,,91.34117,196.60939,408.79553,7.8562,31.67847,444.37915,45.92032,109.14201,426.54843,328.08916,478.74491,348.69847,634.11468,749.65377,930.67237,1058.96278,1116.3563,556.42617,825.45216,896.5774,1062.60381,1013.64383,1149.43899,0.58754,0.59759,0.60751,7.9859,6.8835,0.0084,0,7.9187,0.0,2.4976,2.2462,0.0132,0,2.4645,-0.0,12.792,12.792,0.4502,0,7.0328,0.0,36.694,34.8578,0.6785,0,11.7967,-0.0,37.3805,31.0957,0.4414,0,20.8811,-0.0069,12.1915,12.1914,0.5091,0,5.9854,-0.0001,109.5415,56.0792,0.36,157.2563,58.4176,1271.48,18760.6,1.7901,1.8751,61.1933,0.3616
290,OK,,97.23038,178.26121,428.16276,8.14973,35.60432,451.98191,46.67518,113.00026,464.77621,345.23254,441.62836,328.80005,650.13171,765.06158,895.66118,878.08318,1000.41174,616.56532,813.04404,819.55118,890.34242,1086.42876,1256.46638,0.59114,0.53189,0.64604,10.7987,9.7013,0.0235,0,10.5446,0.0,1.5948,1.3475,0.0076,0,1.5827,0.0,12.9653,12.9653,0.3558,0,8.3523,-0.0,41.2166,39.2584,0.7697,0,9.4942,-0.0001,36.3491,29.6055,0.4637,0,19.4935,-0.0585,15.2502,15.2502,0.531,0,7.1518,-0.0,118.1747,56.6191,0.3698,163.1099,62.1831,1395.1,18760.6,1.8165,1.9004,65.0578,0.3715
291,OK,,108.84605,183.46411,446.20578,7.86382,36.84064,450.75495,50.08135,96.42052,457.00763,356.46036,464.95722,360.22904,638.98747,783.70202,827.37045,952.36898,1110.44154,558.68396,803.89185,956.04267,905.78417,982.19456,1285.12183,0.51693,0.54574,0.64431,6.8793,5.7803,0.067,0,6.4181,0.0,2.0383,1.7786,0.0238,0,1.9899,-0.0,15.2662,15.2662,0.3784,0,9.4902,-0.0,36.2609,34.0748,0.9396,0,2.189,0.0,36.5937,29.1161,0.4918,0,18.5952,0.0005,18.3419,18.3417,0.5886,0,7.5451,-0.0003,115.3803,46.2273,0.4286,157.4252,69.6063,1551.24,18760.6,1.5947,1.6576,72.3514,0.4305
292,OK,,108.87142,164.14667,476.99121,8.29924,32.37409,411.48404,46.66243,93.78825,455.05141,371.39342,456.19031,355.18078,538.90962,702.49944,951.07608,1021.25695,1025.54638,573.6888,786.62507,937.09726,892.44736,1098.03377,1261.00939,0.56348,0.57765,0.62404,8.3022,7.2093,0.0758,0,7.6732,0.0,2.6417,2.3865,0.0175,0,2.5956,-0.0,15.0834,15.0834,0.3796,0,9.357,-0.0,38.1737,35.9863,0.8426,0,6.0104,0.0001,36.0507,28.5695,0.4934,0,18.2637,0.0002,17.5239,17.5239,0.583,0,7.3072,-0.0,117.7756,51.207,0.4067,166.1337,69.6244,1515.81,18760.6,1.6238,1.6916,72.533,0.4086
293,OK,,99.02009,194.25713,394.36996,7.73362,36.7282,398.92209,48.2449,102.00464,411.60153,351.65761,398.51457,326.55526,562.57614,719.19719,988.60953,893.09006,1072.51735,552.38044,770.76572,814.67771,1038.9645,1073.39495,1274.77258,0.5703,0.58527,0.62081,10.2636,9.1618,0.0362,0,9.8921,0.0,1.2834,1.0357,0.0086,0,1.2724,0.0,15.3236,15.3236,0.3756,0,9.5677,-0.0,37.7809,35.7864,0.8248,0,6.6209,-0.0001,36.1193,29.2491,0.4635,0,19.3789,-0.0618,14.9427,14.9423,0.5522,0,6.6919,-0.0004,115.7135,53.424,0.3963,154.7801,63.3252,1403.34,18760.6,1.7522,1.8273,66.0402,0.3981
294,OK,,107.87415,191.03454,398.9449,9.09303,32.50771,441.5109,45.99078,106.73099,444.69883,328.69234,467.25224,318.31222,554.04063,779.5209,962.90624,1043.80076,990.33845,632.72459,743.49536,928.40285,993.90919,1123.08769,1060.14254,0.55171,0.51179,0.63148,13.015,11.914,0.0071,0,12.9229,0.0,2.5648,2.3198,0.0024,0,2.5587,-0.0,14.7922,14.7922,0.4674,0,7.8785,0.0,36.8873,34.7144,0.6852,0,11.6137,-0.0,39.9826,32.5655,0.4894,0,20.4163,0.0001,17.1448,17.1448,0.5579,0,7.5805,0.0001,124.3867,62.9706,0.3687,181.9806,68.9905,1451.41,18760.6,1.7228,1.803,72.1991,0.3704
295,OK,,110.05892,170.78623,446.51134,8.12091,33.15523,431.76157,44.97854,111.81392,455.95588,347.90307,476.79656,359.84318,609.42675,808.97634,854.28973,989.5196,1002.44441,579.58476,726.41549,880.50669,1052.97635,1065.82659,1210.89031,0.5888,0.553,0.64107,6.3809,5.2858,0.0535,0,6.0396,0.0,2.7771,2.5189,0.018,0,2.7271,-0.0,13.5181,13.5181,0.3932,0,8.2025,0.0,39.663,37.4534,0.844,0,6.1879,-0.0,37.1786,29.5449,0.4912,0,18.9147,-0.0715,16.6295,16.6296,0.545,0,7.5657,0.0001,116.1473,49.6374,0.42,162.5712,70.3827,1400.5,18760.6,1.5862,1.6502,73.222,0.4218
