sample,status,reason,rawmeal_feed[kg/s],rmgas_flow[kg/s],rmgas_temp[K],coal_feed[kg/s],cmgas_flow[kg/s],cmgas_temp[K],clrcair_flow[kg/s],clrcair2_flow[kg/s],rmfan_T[K],rmdry_T[K],gasht_T[K],cmdry_T[K],phk1_T[K],phk2_T[K],phk3_T[K],phk4_T[K],phk5_T[K],phc1_T[K],phc2_T[K],phc3_T[K],phc4_T[K],phc5_T[K],clcalc_T[K],coal_split[-],secair_split[-],meal_split[-],RawMill_I_B_MW,RawMill_I_A_MW,RawMill_eps,RawMill_eps_capped,RawMill_IP_MW,RawMill_Eclose_MW,CoalMill_I_B_MW,CoalMill_I_A_MW,CoalMill_eps,CoalMill_eps_capped,CoalMill_IP_MW,CoalMill_Eclose_MW,Preheater_I_B_MW,Preheater_I_A_MW,Preheater_eps,Preheater_eps_capped,Preheater_IP_MW,Preheater_Eclose_MW,Calciner_I_B_MW,Calciner_I_A_MW,Calciner_eps,Calciner_eps_capped,Calciner_IP_MW,Calciner_Eclose_MW,Kiln_I_B_MW,Kiln_I_A_MW,Kiln_eps,Kiln_eps_capped,Kiln_IP_MW,Kiln_Eclose_MW,ClinkerCooler_I_B_MW,ClinkerCooler_I_A_MW,ClinkerCooler_eps,ClinkerCooler_eps_capped,ClinkerCooler_IP_MW,ClinkerCooler_Eclose_MW,plant_I_B_MW,plant_IP_MW,plant_eps,coal_ex_MW,clinker_ex_MW,clinker_T_K,NCV_kJkg,plant_spec_I_MJkg,plant_spec_I_MWMW,clinker_mass_kgps,plant_eps_stream
481,OK,,100.0082,173.67328,416.25529,8.53179,35.1142,471.61637,51.77333,102.6627,430.15665,369.70561,474.72473,356.98636,536.7451,823.80799,849.83744,931.64967,1083.46595,618.60679,822.74724,950.70188,900.33928,1065.41719,1132.14268,0.56802,0.51372,0.65971,12.1849,11.0889,0.0532,0,11.5368,-0.0,1.7941,1.5364,0.0258,0,1.7478,-0.0,13.733,13.733,0.4347,0,7.7628,-0.0,37.6361,35.6282,0.6687,0,12.4704,0.0002,37.4563,30.518,0.4754,0,19.6499,-0.0669,15.5425,15.5421,0.5584,0,6.8631,-0.0003,118.3469,60.0308,0.3637,170.7918,63.9603,1423.13,18760.6,1.7671,1.8503,66.9732,0.3653
482,OK,,106.00385,175.27685,409.58877,8.74507,30.63688,449.98112,48.39802,100.24006,475.06091,336.73586,470.0482,329.01406,566.79493,787.98958,862.52007,967.48872,980.4311,599.95209,712.00537,916.72432,922.32884,1059.07856,1093.78722,0.56689,0.57922,0.66818,15.4156,14.3191,0.0115,0,15.239,0.0,2.1738,1.929,0.0065,0,2.1597,-0.0,13.3109,13.3109,0.4214,0,7.7019,0.0,36.6925,34.5576,0.7444,0,9.3768,-0.0,39.2098,31.8556,0.4771,0,20.501,-0.0659,15.3965,15.3963,0.5615,0,6.7516,-0.0002,122.1992,61.7299,0.3763,175.0253,67.7935,1392.96,18760.6,1.7241,1.8025,70.8751,0.3781
483,OK,,103.78639,168.14495,470.87029,9.00084,33.76869,440.2506,51.07847,101.75522,454.64937,358.63696,404.71873,336.85921,590.33375,744.44433,979.56563,1010.39687,1057.03091,598.68196,779.59304,954.34805,878.11183,1104.07305,1060.05679,0.51708,0.5598,0.61672,5.0037,3.9094,0.0837,0,4.5849,0.0,1.3015,1.0535,0.0163,0,1.2802,0.0,14.0708,14.0707,0.4731,0,7.4136,-0.0,34.2057,32.1167,0.6835,0,10.8244,0.0003,41.5844,34.4495,0.4637,0,22.3025,0.0001,16.1099,16.1097,0.5656,0,6.9989,-0.0002,112.2759,53.4046,0.3582,180.1526,66.3773,1435.01,18760.6,1.6141,1.6915,69.5591,0.3599
484,OK,,101.518,193.09468,449.78217,7.64341,31.37824,470.73457,46.7935,107.70012,449.02843,396.18422,475.49928,368.27369,579.97511,762.63858,929.86338,1010.77901,971.08267,587.42493,764.41965,988.28755,999.97663,998.41756,1152.09796,0.58014,0.51687,0.62277,13.2142,12.1127,0.0877,0,12.0551,0.0,1.7094,1.447,0.0358,0,1.6483,-0.0,12.3032,12.3032,0.3558,0,7.926,0.0,36.6038,34.569,0.8446,0,5.6894,0.0,35.6863,28.6554,0.4865,0,18.3266,-0.0579,14.9679,14.9679,0.5413,0,6.8656,-0.0,114.4848,52.5109,0.4109,153.0255,64.9214,1373.67,18760.6,1.6936,1.7634,67.5978,0.4127
485,OK,,94.94404,182.19252,397.61524,8.49535,32.75946,472.57651,48.40643,108.71588,431.65964,333.40797,399.8336,331.9318,638.59889,793.59139,905.62959,1009.04201,968.30028,564.45207,746.80033,847.40472,906.77708,1096.92339,1205.04521,0.54073,0.50635,0.60649,9.7681,8.6695,0.0123,0,9.6476,-0.0,1.3834,1.1369,0.0093,0,1.3706,-0.0,13.9086,13.9086,0.3337,0,9.2677,0.0,38.4096,36.4975,0.7542,0,9.4403,-0.0003,37.7806,31.253,0.4579,0,20.4822,0.0001,16.1517,16.1516,0.5455,0,7.341,-0.0,117.402,57.5493,0.3467,170.03,60.7233,1468.32,18760.6,1.8421,1.9334,63.7322,0.3484
486,OK,,103.89304,173.93545,428.20875,7.61301,35.13247,414.15894,45.45522,97.98311,456.47365,391.55871,475.71252,331.63434,555.27365,756.80504,862.2834,970.89966,981.17626,572.5643,774.35856,868.61987,890.05238,1007.15568,1137.91169,0.59771,0.56757,0.60265,15.8739,14.7778,0.0687,0,14.7828,0.0,3.5212,3.2734,0.0042,0,3.5065,-0.0,11.0605,11.0605,0.3932,0,6.712,-0.0,35.6801,33.5879,0.8336,0,5.9364,0.0,35.08,27.8806,0.4929,0,17.7884,-0.0563,14.2964,14.2964,0.554,0,6.3768,0.0,115.512,55.103,0.4222,152.3703,66.4394,1356.47,18760.6,1.6717,1.7386,69.0997,0.4241
487,OK,,92.49098,192.46746,420.28826,9.03838,33.34023,470.1648,50.74967,94.95641,462.50508,360.25209,436.63687,339.45372,637.88163,798.80101,921.76938,945.86882,1020.58305,546.541,804.86581,988.1786,943.58516,1001.62602,1069.36199,0.53426,0.59684,0.66381,12.072,10.9707,0.0355,0,11.6434,0.0,1.487,1.2384,0.0149,0,1.4649,-0.0,12.5667,12.5666,0.39,0,7.6654,-0.0,34.9455,33.0844,0.6585,0,11.9323,0.0003,40.3885,33.9756,0.436,0,22.7788,-0.0549,13.9098,13.9098,0.5566,0,6.1674,0.0,115.3694,61.6522,0.318,180.9072,59.1577,1399.41,18760.6,1.8496,1.9502,62.3753,0.3194
488,OK,,91.723,163.7205,438.24645,8.09576,30.93096,396.55665,44.96586,111.52571,479.02864,337.22873,425.47065,318.60516,608.79892,791.37617,971.74448,879.52781,1067.70676,600.48783,828.08864,925.40347,1000.67488,934.62042,1123.37537,0.58349,0.52745,0.62486,11.2772,10.1844,0.0139,0,11.1202,0.0,2.2205,1.9758,0.0026,0,2.2148,-0.0,13.5465,13.5465,0.3934,0,8.217,0.0,37.7642,35.9167,0.6906,0,11.6833,-0.0,36.8411,30.4926,0.4546,0,20.0925,-0.0418,13.4088,13.4087,0.5144,0,6.5113,-0.0002,115.0583,59.839,0.3511,162.0223,58.6627,1331.81,18760.6,1.87,1.9614,61.5277,0.3527
489,OK,,99.60164,161.29627,417.40389,8.40205,33.75999,405.56172,50.2514,99.33691,397.52635,342.17068,403.28456,324.64993,534.70106,752.52562,840.67229,918.8526,974.35122,622.93786,726.10113,978.65197,901.55597,983.02998,1257.16109,0.50131,0.50395,0.60132,8.6879,7.596,0.0264,0,8.4586,0.0,1.2935,1.0475,0.0076,0,1.2836,0.0,16.3774,16.3774,0.286,0,11.6927,-0.0,36.9616,34.9554,0.8975,0,3.7868,-0.0,37.541,30.6933,0.4726,0,19.7993,0.0006,18.0856,18.0855,0.5807,0,7.584,-0.0001,118.947,52.6051,0.3677,168.1564,63.6999,1582.71,18760.6,1.7843,1.8673,66.6648,0.3694
490,OK,,105.57304,167.45553,454.97901,7.99441,36.12867,395.40231,51.65115,95.85355,417.77398,355.96763,450.21807,342.73185,629.14692,805.20449,872.12124,939.53738,1000.59082,554.86648,743.16085,819.33706,996.02815,1119.00346,1119.46061,0.50288,0.50354,0.63131,9.3129,8.2189,0.04,0,8.9401,-0.0,3.159,2.908,0.0086,0,3.1317,-0.0,13.1941,13.1942,0.4243,0,7.5964,0.0,32.1284,30.0039,0.8353,0,5.2921,0.0001,37.8786,30.6217,0.4927,0,19.2154,0.0001,17.094,17.094,0.5841,0,7.1102,0.0,112.7671,51.2859,0.4091,160.0154,67.5149,1504.11,18760.6,1.6037,1.6703,70.3153,0.4109
491,OK,,95.08635,194.94008,423.52638,8.43547,30.34448,449.38235,44.05886,108.5938,457.33913,389.84032,426.21802,349.42061,563.34831,740.82167,947.78088,909.98208,1083.92707,634.16992,817.02761,976.56369,997.77752,1077.92515,1232.71599,0.54952,0.5962,0.63998,15.1375,14.0355,0.0642,0,14.1659,0.0,1.3402,1.089,0.0275,0,1.3034,0.0,11.7175,11.7175,0.3859,0,7.1957,0.0,37.7242,35.8127,0.7311,0,10.1434,0.0,38.7715,32.179,0.4413,0,21.6602,-0.0578,14.8625,14.8625,0.5331,0,6.9396,0.0,119.5535,61.4083,0.3497,168.8524,60.814,1401.54,18760.6,1.8739,1.9659,63.8001,0.3513
492,OK,,107.11622,188.385,396.46371,8.43575,30.83139,467.89655,52.32005,104.60879,443.08496,355.79491,408.76187,323.68091,646.93899,775.16407,827.13427,1051.2118,1017.71069,639.87668,776.59957,950.25346,1047.85012,953.69392,1097.52081,0.57795,0.5034,0.62511,12.1657,11.0655,0.0373,0,11.7124,0.0,1.3941,1.1495,0.0049,0,1.3873,-0.0,13.0743,13.0743,0.4287,0,7.4695,0.0,37.6599,35.5024,0.7638,0,8.8935,0.0,37.7836,30.3492,0.4947,0,19.0936,-0.0693,16.0166,16.0165,0.5619,0,7.0174,-0.0001,118.0942,55.5736,0.3939,168.8301,68.5032,1403.48,18760.6,1.6524,1.7239,71.4664,0.3957
493,OK,,103.61191,162.68696,456.28575,8.34858,33.69581,477.39164,52.76838,93.15087,479.93794,365.55759,472.67653,362.60777,589.60087,679.56674,905.82025,1066.54315,1025.33734,638.54706,826.84706,812.84201,1004.21248,977.78861,1182.50156,0.50218,0.52421,0.68395,8.6278,7.5354,0.0669,0,8.051,0.0,1.6491,1.3886,0.0323,0,1.5959,-0.0,14.2429,14.2429,0.3606,0,9.107,-0.0,34.3077,32.2279,0.8621,0,4.7316,-0.0001,37.9611,30.8446,0.4814,0,19.685,0.0004,17.4642,17.464,0.5923,0,7.1198,-0.0002,114.2527,50.2902,0.3849,167.1334,66.2629,1546.77,18760.6,1.651,1.7242,69.2001,0.3866
494,OK,,108.60434,184.93305,438.73731,8.8117,33.46974,453.33218,44.92788,104.15442,479.65464,360.07131,425.53055,370.26587,582.45588,747.80199,895.05322,1038.55999,1116.27566,563.65244,683.93978,909.65898,1045.1481,1112.25757,1290.25138,0.57686,0.59627,0.65091,12.0554,10.9561,0.0401,0,11.5721,0.0,1.4009,1.1338,0.0538,0,1.3255,-0.0,12.9535,12.9534,0.4149,0,7.5785,-0.0,40.9237,38.7486,0.7496,0,10.2488,0.0,37.7177,30.2595,0.4776,0,19.7024,0.0001,17.6603,17.6602,0.5634,0,7.7106,-0.0,122.7115,58.138,0.3827,176.4192,69.456,1483.49,18760.6,1.6912,1.7668,72.5576,0.3844
495,OK,,101.07247,162.83229,397.83502,8.41478,34.57807,396.65351,51.13578,104.3934,430.00221,373.82194,430.2382,317.74847,543.33879,783.57116,848.00555,995.71461,1001.67304,576.81102,772.4253,902.51125,882.0088,1015.70321,1103.15499,0.58711,0.5572,0.69727,16.1098,15.0173,0.0447,0,15.3892,0.0,2.5763,2.33,0.0021,0,2.5709,-0.0,12.4567,12.4567,0.3938,0,7.5513,0.0,37.819,35.7832,0.7247,0,10.4115,0.0,38.103,31.1032,0.4702,0,20.1855,-0.0503,14.2014,14.2015,0.5456,0,6.4536,0.0,121.2662,62.5621,0.3726,168.4064,64.6401,1338.86,18760.6,1.7937,1.876,67.607,0.3743
496,OK_CAPPED,Calciner eps 1.03->1.00,105.72582,169.55569,440.83538,7.72001,32.74941,421.50797,52.00577,101.32082,405.696,369.2339,446.88954,362.81907,547.10188,683.26648,885.20217,936.20623,941.62413,573.13702,761.10979,935.5245,1059.63591,1082.9407,1280.33619,0.50005,0.53905,0.61749,14.1951,13.1003,0.0417,0,13.603,0.0,2.0993,1.8398,0.0271,0,2.0425,-0.0,15.0168,15.0168,0.3038,0,10.4543,-0.0,36.167,34.0441,1.0,1,0.0,-0.0001,37.4387,30.1762,0.4788,0,19.5133,0.0002,17.8149,17.8147,0.5786,0,7.5078,-0.0002,122.7317,53.1209,0.4238,154.5502,67.6113,1521.23,18760.6,1.7456,1.8153,70.3083,0.4257
497,OK,,98.58961,191.40321,394.65613,7.55599,32.02891,461.80948,52.26337,96.72095,424.20329,383.55349,460.91347,332.49878,638.6905,815.11252,927.56176,1062.1139,955.82178,599.1081,710.04578,817.82791,949.28588,1047.80353,1232.77065,0.55087,0.58865,0.68758,18.5486,17.4475,0.0475,0,17.6682,0.0,1.6536,1.407,0.0094,0,1.638,-0.0,11.9636,11.9635,0.3364,0,7.9392,-0.0,35.8981,33.9129,0.9257,0,2.6675,0.0001,36.4459,29.6082,0.4623,0,19.5977,-0.0594,14.4637,14.4635,0.5618,0,6.3386,-0.0002,118.9734,55.8491,0.4036,151.2298,63.0493,1393.23,18760.6,1.8109,1.887,65.6984,0.4054
498,OK,,94.2115,196.04101,439.35455,8.95818,33.30945,412.71017,47.18435,104.68306,407.42639,390.30229,424.58919,348.39869,579.00619,747.27659,894.82054,927.77238,928.91536,585.39359,750.79837,938.06966,946.68178,1062.67867,1229.59132,0.52824,0.53669,0.66666,18.0066,16.9043,0.0486,0,17.1317,0.0,1.6742,1.4218,0.0257,0,1.6311,0.0,13.3851,13.3851,0.2761,0,9.6891,-0.0,38.917,37.023,0.7776,0,8.6563,0.0,38.73,32.2556,0.4478,0,21.3877,0.0001,16.5771,16.577,0.5553,0,7.3721,-0.0001,127.2899,65.868,0.3267,179.314,60.2571,1511.46,18760.6,2.0064,2.1124,63.4412,0.3282
499,OK,,94.51487,184.36247,456.15253,8.9408,36.84678,427.21709,52.74703,107.63269,463.33976,341.48438,411.12244,373.93701,546.34054,762.19119,960.41104,1049.16206,997.32682,636.21492,805.55463,897.87352,1067.47392,1014.98711,1200.24671,0.55694,0.57716,0.6198,6.8642,5.765,0.0295,0,6.6619,0.0,1.3775,1.1053,0.0744,0,1.275,-0.0,14.1988,14.1989,0.3275,0,9.549,0.0,39.846,37.9563,0.7252,0,10.9495,-0.0,39.9606,33.4183,0.4355,0,22.5594,-0.0548,14.7355,14.7353,0.5385,0,6.8004,-0.0002,116.9827,57.7952,0.3284,179.0111,60.4509,1389.61,18760.6,1.8385,1.9352,63.628,0.3298
500,OK,,98.52765,168.91679,429.75866,9.10336,36.09978,443.80706,46.53975,98.24411,423.78384,353.26374,473.79907,323.27846,562.48019,713.9876,935.15649,955.21867,927.41833,533.92918,806.28855,818.00182,944.25886,954.53123,1082.16731,0.56258,0.50034,0.65025,7.2739,6.1794,0.0528,0,6.8901,0.0,2.822,2.5755,0.0033,0,2.8128,-0.0,15.5083,15.5083,0.317,0,10.5922,-0.0,37.8176,35.8331,0.706,0,11.1181,0.0001,37.67,30.8955,0.4798,0,19.5977,0.0001,16.1206,16.1211,0.5659,0,6.9972,0.0005,117.2124,58.0082,0.3364,182.1909,63.0165,1482.75,18760.6,1.7693,1.86,66.2469,0.3379
501,OK,,100.65997,178.778,436.67684,8.30525,34.74746,409.73986,48.26671,101.99459,475.73997,389.93233,394.44822,329.28161,556.2268,768.86776,846.56353,928.64191,1029.26305,644.10457,686.23227,894.38867,995.52332,1028.07052,1195.74479,0.57563,0.56905,0.6396,13.955,12.8574,0.0736,0,12.9281,0.0,1.2273,0.9803,0.0116,0,1.2131,-0.0,11.1248,11.1248,0.3806,0,6.8909,-0.0,38.2701,36.2428,0.7691,0,8.8357,-0.0,37.1431,30.1586,0.469,0,19.7217,-0.0635,15.1559,15.1558,0.5546,0,6.7501,-0.0,116.876,56.3396,0.3758,166.2229,64.3759,1404.41,18760.6,1.7366,1.8155,67.3025,0.3776
502,OK,,107.43538,173.69435,471.34301,8.08919,30.88744,465.20179,45.18751,98.48633,473.56438,382.21834,466.67534,324.2503,622.89569,740.64945,849.03209,935.65954,1047.27564,591.03261,690.08225,891.0371,945.29398,924.49482,1269.86013,0.55329,0.52831,0.68348,8.0592,6.9631,0.1166,0,7.1195,0.0,1.7975,1.5528,0.0049,0,1.7888,-0.0,13.051,13.051,0.3418,0,8.5907,-0.0,38.4919,36.3279,0.8999,0,3.8545,0.0,35.5562,28.1696,0.4992,0,17.805,0.0004,18.1893,18.1894,0.5764,0,7.7053,0.0001,115.1451,46.8638,0.4115,161.8946,68.7056,1542.24,18760.6,1.6096,1.6759,71.5381,0.4135
503,OK,,96.23114,175.45607,396.1461,7.51259,32.85633,392.98606,46.12181,103.32582,446.17613,375.56538,428.44937,348.12227,643.41948,819.18503,838.23692,924.26748,991.31869,567.37959,818.66932,915.98934,953.97123,1099.4731,1217.04769,0.51147,0.50858,0.65462,16.3572,15.2607,0.0439,0,15.6399,-0.0,2.3125,2.0609,0.0148,0,2.2782,-0.0,13.1129,13.113,0.3489,0,8.5385,0.0,34.0399,32.1045,0.8896,0,3.757,-0.0,35.9768,29.363,0.4713,0,19.0224,0.0001,16.1043,16.1042,0.5544,0,7.1758,-0.0001,117.9038,56.4118,0.3961,150.3775,61.5416,1482.18,18760.6,1.8371,1.9158,64.179,0.3979
504,OK,,107.6991,174.79809,479.53711,8.85919,36.91347,441.11355,46.52975,105.08303,474.03193,368.12112,396.52292,367.24486,542.29189,766.58291,836.08748,945.68819,1035.07543,537.9155,810.77526,970.43825,965.08683,924.66753,1248.99286,0.57394,0.53793,0.69859,5.7753,4.6789,0.1051,0,5.1686,0.0,1.379,1.1129,0.0513,0,1.3083,0.0,17.0189,17.0189,0.3203,0,11.5672,0.0,41.5111,39.3526,0.8076,0,7.9882,-0.0001,37.3108,29.914,0.4874,0,19.1237,0.0001,18.0269,18.027,0.5666,0,7.8131,0.0001,121.022,52.9692,0.3775,177.3641,68.8776,1504.67,18760.6,1.6809,1.7571,71.9987,0.3792
505,OK,,101.19544,164.3901,426.19154,8.73336,35.54681,426.79265,47.75904,102.20044,475.00851,357.06136,417.20976,317.67437,544.85162,691.65103,835.98901,983.65233,942.92607,594.27547,703.70391,864.30241,1041.17109,1024.31225,1079.50731,0.50983,0.58777,0.64565,11.8751,10.7821,0.0358,0,11.4497,0.0,1.5507,1.3041,0.0032,0,1.5456,-0.0,12.688,12.688,0.3576,0,8.151,0.0,33.4787,31.4406,0.8106,0,6.3422,0.0002,41.4593,34.4346,0.4542,0,22.6298,-0.0668,15.4772,15.4773,0.5562,0,6.8684,0.0002,116.5291,56.9868,0.3597,174.7821,64.7201,1417.6,18760.6,1.7186,1.8005,67.8064,0.3614
506,REJECT,Calciner I_B<0 (-26.39),101.98134,174.46414,448.28611,7.60237,32.17936,443.24556,44.60865,99.0274,480.05246,390.40817,401.82922,345.7417,581.10018,713.31919,906.70403,1052.75134,1036.59076,602.02764,681.07808,876.10982,967.06271,952.78318,1156.36851,0.58162,0.59649,0.62948,12.6924,11.5961,0.0827,0,11.643,0.0,1.2801,1.0298,0.0213,0,1.2528,-0.0,10.5305,10.5305,0.4034,0,6.2825,0.0,-26.3924,-28.0403,0.8444,0,0.0,0.4036,35.8693,28.8057,0.4791,0,18.6841,-0.0536,14.065,14.0649,0.5488,0,6.3459,-0.0001,48.0449,44.2084,0.415,152.1717,65.2174,1351.04,18760.6,0.7078,0.7367,67.8774,0.4169
507,OK,,92.93427,176.77976,404.2106,7.90573,32.32718,408.19132,43.53334,98.95775,449.71817,343.23027,414.37445,328.73376,594.51269,717.04688,837.26207,1064.47259,1107.97193,567.85356,732.82305,818.38977,1008.66116,1125.41837,1058.46969,0.53913,0.54814,0.66342,11.5741,10.4772,0.0199,0,11.3441,0.0,1.4732,1.2272,0.0092,0,1.4596,0.0,11.0948,11.0948,0.5197,0,5.3288,-0.0,32.0199,30.1482,0.6394,0,11.5476,-0.0,37.1412,30.6999,0.4609,0,20.024,-0.0516,13.6559,13.6559,0.5412,0,6.2655,-0.0,106.9591,55.9697,0.364,158.2264,59.4361,1379.27,18760.6,1.7188,1.7996,62.2274,0.3657
508,OK,,104.50798,182.88243,479.22832,8.66346,34.82643,417.53364,48.46472,95.54934,426.49072,390.50675,422.90788,318.79302,590.05202,705.55625,968.48561,900.5982,1080.36649,646.35653,694.02734,887.06464,999.28355,1009.22123,1269.26651,0.57704,0.52982,0.62159,16.1464,15.0476,0.055,0,15.2585,0.0,1.7071,1.4608,0.0035,0,1.7011,-0.0,13.3781,13.3781,0.3729,0,8.389,-0.0,40.5456,38.4404,0.759,0,9.7706,-0.0,35.5968,28.4114,0.4914,0,18.1052,0.0003,17.6074,17.6074,0.5837,0,7.3303,0.0,124.9814,60.5548,0.3744,173.384,66.837,1539.91,18760.6,1.7882,1.8699,69.8908,0.3762
